applicant_id,age,gender,governorate,education,payment_on_time_rate,transaction_regularity_score,dispute_rate,months_with_provider,avg_monthly_airtime_tnd,mobile_topup_frequency,business_hours_data_usage,mobile_money_account,avg_monthly_transactions,marketplace_seller_rating,completed_transactions,receives_remittances,avg_monthly_remittance_tnd,peer_transfer_network_size,location_consistency_score,loan_product_category,requested_amount_tnd,term_months,TARGET
104555,38,M,Ariana,Primary,0.845,35.7,0.0,35,122.62,14,48.5,1,20,,0,0,0.0,29,100.0,Housing,127924.94,52,0
104556,55,M,Tozeur,University,0.542,77.5,0.0,78,153.7,8,52.0,0,0,2.83,141,1,2000.0,15,33.3,Business,55557.54,28,0
104557,21,F,Béja,Some University,0.4,61.7,0.0,27,33.37,17,81.9,1,15,,0,1,2000.0,20,66.7,Consumer,8614.64,23,0
104558,70,F,Ben Arous,Secondary,0.238,22.1,0.0,44,40.03,18,72.9,0,0,,0,0,0.0,10,100.0,Business,41850.78,53,1
104559,58,M,Kef,Secondary,0.061,23.2,0.2,11,67.7,4,47.1,0,0,,0,1,2000.0,2,66.7,Consumer,24521.53,30,1
104560,48,F,Medenine,Secondary,0.656,67.6,0.2,53,200.0,12,49.4,1,40,3.27,52,0,0.0,28,33.3,Housing,317291.8,51,0
104561,62,F,Gabès,University,0.478,26.6,0.0,41,200.0,17,43.3,0,0,,0,0,0.0,3,33.3,Consumer,44084.48,19,0
104562,25,F,Bizerte,Primary,0.42,72.9,0.0,120,73.35,14,34.6,1,30,,0,1,2000.0,11,66.7,Vehicle,47781.85,56,0
104563,21,F,Kef,Secondary,0.593,32.3,0.2,104,23.19,12,57.6,1,7,,0,1,2000.0,2,66.7,Consumer,7124.81,35,0
104564,21,F,Bizerte,Some University,0.791,60.6,0.0,54,187.63,15,50.4,1,12,3.97,387,0,0.0,19,66.7,Vehicle,56249.84,20,0
104565,21,F,Ben Arous,Secondary,0.816,74.7,0.2,49,156.92,5,64.4,0,0,,0,0,0.0,9,100.0,Housing,154103.94,38,0
104566,44,F,Bizerte,Graduate,0.457,83.8,0.0,48,186.34,14,79.8,1,8,,0,0,0.0,3,66.7,Housing,238967.35,54,0
104567,23,M,Siliana,Some University,0.739,88.4,0.0,23,200.0,10,49.4,1,30,,0,0,0.0,3,66.7,Housing,285483.51,31,0
104568,70,F,Gafsa,Secondary,0.476,71.6,0.0,39,200.0,6,69.4,0,0,,0,0,0.0,21,33.3,Housing,137677.28,21,0
104569,70,F,Kairouan,Some University,0.805,79.7,0.0,21,200.0,13,37.1,1,22,,0,0,0.0,7,33.3,Housing,371497.82,40,0
104570,58,F,Jendouba,University,0.846,66.8,0.0,120,118.72,16,35.1,1,27,,0,0,0.0,27,66.7,Housing,131830.92,52,0
104571,49,F,Sousse,Some University,0.97,59.9,0.0,35,186.09,9,49.6,0,0,,0,0,0.0,9,66.7,Business,48241.51,18,0
104572,21,F,Tunis,Secondary,0.933,91.6,0.0,66,200.0,18,67.2,1,29,,0,0,0.0,30,100.0,Housing,267996.91,14,0
104573,21,F,Sousse,Some University,0.854,45.1,0.0,87,200.0,20,54.6,1,47,,0,0,0.0,8,66.7,Housing,142884.17,15,0
104574,21,M,Bizerte,Secondary,0.586,94.7,0.2,31,200.0,6,38.8,1,22,,0,0,0.0,16,66.7,Housing,249905.36,23,0
104575,21,F,Kef,University,0.793,52.3,0.0,29,140.71,17,55.4,1,5,,0,0,0.0,3,66.7,Consumer,16747.16,12,0
104576,29,M,Ariana,Secondary,0.894,49.8,0.2,33,200.0,12,35.4,0,0,4.27,391,1,2000.0,2,100.0,Housing,179782.87,33,0
104577,65,M,Sousse,University,0.699,92.3,0.0,70,200.0,10,74.9,1,27,,0,0,0.0,20,66.7,Housing,329443.26,45,0
104578,28,M,Bizerte,Primary,0.38,41.3,0.0,29,21.96,14,39.8,1,33,1.89,425,0,0.0,21,66.7,Consumer,10596.9,46,1
104579,21,M,Tozeur,Secondary,0.762,67.0,0.0,53,64.99,8,77.8,1,31,,0,0,0.0,21,33.3,Business,36206.23,43,0
104580,28,M,Jendouba,Some University,0.47,49.7,0.0,120,26.58,16,39.3,1,37,2.37,175,0,0.0,18,66.7,Consumer,5420.11,26,1
104581,36,F,Jendouba,Secondary,0.506,69.8,0.2,25,21.99,19,41.7,0,0,,0,0,0.0,17,66.7,Consumer,11997.34,47,0
104582,21,F,Ariana,Secondary,0.852,39.2,0.2,4,200.0,4,47.8,1,25,,0,0,0.0,11,100.0,Housing,509760.71,40,0
104583,30,F,Sousse,Secondary,0.725,60.2,0.0,106,15.93,9,55.5,1,11,,0,0,0.0,7,66.7,Consumer,9502.38,53,0
104584,70,M,Bizerte,University,0.736,92.7,0.2,13,28.96,20,55.7,0,0,,0,1,2000.0,23,66.7,Consumer,10908.45,35,0
104585,21,M,Béja,Secondary,0.159,49.8,0.0,63,170.67,7,30.3,1,18,,0,1,2000.0,28,66.7,Consumer,30172.02,21,1
104586,21,F,Sousse,Primary,0.939,89.2,0.0,15,114.13,7,55.8,0,0,4.89,435,0,0.0,29,66.7,Business,65936.32,42,0
104587,34,F,Bizerte,Secondary,0.697,83.9,0.0,45,80.18,17,76.5,1,48,,0,0,0.0,11,66.7,Consumer,14033.02,19,0
104588,43,M,Kef,University,0.872,21.7,0.0,75,9.34,14,34.1,1,35,4.26,238,0,0.0,20,66.7,Consumer,6345.39,58,0
104589,28,F,Medenine,University,0.721,25.9,0.0,54,31.25,19,81.8,1,5,,0,1,2000.0,7,33.3,Consumer,13063.39,46,0
104590,21,F,Sfax,Secondary,0.644,42.9,0.2,95,85.97,18,82.6,0,0,,0,0,0.0,21,100.0,Consumer,45929.69,48,0
104591,70,F,Bizerte,Some University,0.841,78.5,0.0,27,69.14,10,81.0,0,0,,0,0,0.0,3,66.7,Consumer,27929.81,45,0
104592,33,F,Ben Arous,Secondary,0.61,92.0,0.2,5,200.0,13,59.0,0,0,,0,0,0.0,29,100.0,Housing,316908.6,17,0
104593,36,F,Kasserine,Some University,0.77,78.7,0.0,7,33.07,4,54.9,1,5,,0,0,0.0,18,33.3,Consumer,13953.99,34,0
104594,57,M,Ben Arous,Secondary,0.669,78.6,0.0,80,68.53,16,37.6,0,0,,0,0,0.0,8,100.0,Consumer,38653.53,43,0
104595,27,M,Béja,Secondary,0.684,74.6,0.0,33,200.0,20,59.1,1,7,,0,1,2000.0,21,66.7,Housing,220660.67,23,0
104596,25,F,Sfax,Primary,0.628,52.5,0.0,68,154.01,7,71.0,1,45,,0,0,0.0,11,100.0,Housing,134089.1,45,0
104597,70,F,Ben Arous,University,0.787,89.7,0.0,46,22.76,18,35.7,1,48,,0,0,0.0,21,100.0,Consumer,13062.83,51,0
104598,21,F,Gafsa,University,0.793,44.7,0.0,113,200.0,8,44.8,1,35,,0,1,2000.0,15,33.3,Housing,295150.08,25,0
104599,41,F,Jendouba,Secondary,0.954,51.9,0.2,70,200.0,20,41.6,1,45,,0,0,0.0,20,66.7,Consumer,49085.49,22,0
104600,39,M,Sfax,Secondary,0.821,41.6,0.2,59,42.83,5,56.4,1,32,,0,1,2000.0,9,100.0,Vehicle,23696.82,54,0
104601,23,F,Sfax,University,0.931,79.8,0.0,79,200.0,4,62.6,1,40,,0,0,0.0,22,100.0,Housing,112234.02,12,0
104602,28,F,Kebili,University,0.643,64.7,0.0,42,181.5,15,44.1,1,35,,0,0,0.0,5,33.3,Corporate,84028.28,24,0
104603,70,F,Sousse,Secondary,0.655,99.6,0.2,41,80.48,19,66.9,0,0,,0,0,0.0,18,66.7,Consumer,27667.84,32,0
104604,21,F,Bizerte,Secondary,0.66,54.0,0.0,31,73.88,18,36.1,1,38,,0,0,0.0,20,66.7,Business,50713.75,44,0
104605,55,M,Gafsa,Some University,0.736,72.0,0.2,21,36.06,15,78.6,0,0,,0,0,0.0,22,33.3,Consumer,24990.97,60,0
104606,32,F,Béja,Some University,0.536,95.1,0.0,56,200.0,20,30.4,0,0,,0,0,0.0,11,66.7,Housing,147853.8,30,0
104607,51,M,Kebili,Secondary,0.433,53.4,0.0,37,66.21,5,56.2,0,0,,0,0,0.0,6,33.3,Consumer,35372.46,58,0
104608,43,M,Ben Arous,Some University,0.367,21.9,0.0,48,129.77,8,35.0,1,14,,0,0,0.0,17,100.0,Consumer,47282.14,30,1
104609,21,M,Gafsa,Secondary,0.521,70.2,0.0,66,17.97,17,49.2,1,6,,0,0,0.0,22,33.3,Consumer,8982.88,45,0
104610,21,F,Bizerte,Some University,0.921,85.2,0.2,29,200.0,8,43.4,1,28,,0,1,2000.0,17,66.7,Housing,311060.55,20,0
104611,21,F,Bizerte,Secondary,0.751,76.0,0.0,104,163.61,13,51.3,1,24,,0,0,0.0,11,66.7,Housing,151775.02,34,0
104612,21,M,Béja,Some University,0.598,79.1,0.0,41,200.0,8,46.9,1,5,,0,0,0.0,9,66.7,Housing,244901.4,54,0
104613,21,F,Bizerte,University,0.778,64.1,0.2,23,48.41,16,32.3,1,7,,0,0,0.0,5,66.7,Business,21920.23,27,0
104614,36,M,Sidi Bouzid,Secondary,0.599,50.6,0.0,44,200.0,20,50.7,1,6,,0,0,0.0,26,33.3,Housing,228428.8,17,0
104615,61,F,Gabès,University,0.818,71.5,0.0,35,47.32,4,51.8,0,0,,0,0,0.0,18,33.3,Consumer,15943.24,37,0
104616,21,F,Sousse,Secondary,0.83,63.0,0.0,103,172.9,5,48.6,1,31,,0,0,0.0,11,66.7,Corporate,89313.09,33,0
104617,32,F,Bizerte,Secondary,0.804,58.1,0.2,59,200.0,17,37.5,1,48,,0,0,0.0,17,66.7,Housing,162738.91,23,0
104618,40,M,Béja,Secondary,0.599,48.0,0.0,40,6.97,5,62.7,1,48,,0,0,0.0,27,66.7,Consumer,3414.76,55,0
104619,69,F,Gabès,Primary,0.827,66.2,0.0,21,139.86,7,36.8,0,0,,0,0,0.0,6,33.3,Business,72216.49,41,0
104620,70,F,Mahdia,Some University,0.834,77.0,0.0,96,200.0,14,54.8,1,8,,0,0,0.0,27,33.3,Housing,127564.13,29,0
104621,27,F,Siliana,Some University,0.787,39.0,0.0,64,51.62,11,76.9,1,42,,0,0,0.0,22,66.7,Business,49293.4,60,0
104622,21,F,Tunis,Some University,0.759,85.7,0.0,9,200.0,20,34.4,1,15,3.65,408,0,0.0,29,100.0,Housing,210748.23,19,0
104623,42,F,Kef,Secondary,0.408,61.1,0.2,75,139.52,11,68.6,1,8,,0,0,0.0,11,66.7,Housing,135166.26,53,0
104624,21,F,Bizerte,Secondary,0.468,13.4,0.4,13,83.51,8,39.6,1,44,,0,0,0.0,25,66.7,Consumer,16125.13,23,1
104625,39,F,Sfax,Some University,0.84,45.0,0.0,8,195.85,16,54.2,0,0,,0,0,0.0,13,33.3,Consumer,37930.67,23,0
104626,21,F,Monastir,Secondary,0.754,91.7,0.4,47,88.99,15,38.8,1,43,,0,1,2000.0,30,33.3,Consumer,28295.72,36,0
104627,47,M,Sousse,Graduate,0.359,42.0,0.0,41,163.98,7,53.3,1,38,,0,0,0.0,8,66.7,Housing,123110.9,44,0
104628,21,F,Kef,University,0.789,66.9,0.0,120,180.98,6,34.3,1,28,4.01,461,0,0.0,17,66.7,Housing,171979.39,45,0
104629,70,F,Jendouba,University,0.976,84.5,0.2,100,200.0,4,54.0,1,45,,0,0,0.0,20,66.7,Housing,138157.72,13,0
104630,32,F,Béja,Secondary,0.633,77.6,0.0,106,65.0,10,37.9,1,41,3.2,359,1,2000.0,13,66.7,Consumer,17547.83,26,0
104631,21,M,Béja,Secondary,0.756,89.8,0.0,61,69.5,7,33.2,1,24,,0,0,0.0,11,66.7,Consumer,33912.61,44,0
104632,62,M,Siliana,University,0.624,37.4,0.0,28,36.09,20,46.3,0,0,3.24,406,1,2000.0,4,66.7,Consumer,18440.33,55,0
104633,28,F,Jendouba,Secondary,0.927,54.5,0.0,107,100.83,4,31.8,0,0,4.68,35,0,0.0,23,66.7,Corporate,99076.28,44,0
104634,49,M,Gabès,Secondary,0.289,55.2,0.0,40,200.0,4,69.9,1,17,1.46,354,0,0.0,27,33.3,Housing,152606.72,25,0
104635,63,M,Sousse,Secondary,0.204,48.4,0.5,4,57.71,9,33.3,1,24,,0,0,0.0,8,66.7,Consumer,19267.21,36,1
104636,34,M,Kef,University,0.507,45.1,0.0,120,90.92,10,42.8,1,31,,0,0,0.0,8,66.7,Consumer,43161.32,43,0
104637,21,F,Kef,University,0.75,79.9,0.0,50,200.0,5,50.3,1,21,3.91,147,0,0.0,24,66.7,Housing,287983.24,18,0
104638,36,F,Sfax,Secondary,0.471,53.6,0.0,28,99.19,14,59.4,1,44,2.46,415,0,0.0,30,33.3,Consumer,40132.2,38,0
104639,70,F,Kef,Secondary,0.671,86.8,0.0,40,78.17,4,44.7,0,0,,0,1,2000.0,16,66.7,Business,37047.76,35,0
104640,30,F,Bizerte,Secondary,0.32,12.5,0.0,57,95.45,17,53.1,0,0,,0,0,0.0,6,66.7,Consumer,27168.45,28,1
104641,43,M,Ben Arous,Secondary,0.937,48.9,0.0,53,21.56,16,41.0,1,34,,0,0,0.0,20,100.0,Consumer,8980.64,42,0
104642,21,M,Jendouba,Secondary,0.741,67.7,0.0,27,109.21,8,48.5,0,0,,0,0,0.0,2,66.7,Corporate,75170.23,43,0
104643,21,M,Jendouba,University,0.666,64.3,0.0,8,124.33,10,51.9,1,30,,0,1,2000.0,16,66.7,Housing,136947.46,59,0
104644,28,F,Bizerte,University,0.489,67.7,0.0,71,200.0,8,39.3,1,10,2.57,15,0,0.0,28,66.7,Housing,197509.66,33,0
104645,33,F,Mahdia,University,0.566,61.2,0.0,93,107.29,8,83.4,1,44,,0,0,0.0,21,33.3,Business,64736.96,38,0
104646,68,F,Sfax,University,0.568,78.5,0.0,15,200.0,19,73.7,0,0,,0,0,0.0,28,100.0,Housing,135359.42,20,0
104647,34,F,Siliana,University,0.874,34.0,0.0,29,10.52,17,77.7,1,8,,0,0,0.0,27,66.7,Consumer,4258.62,38,0
104648,65,M,Ariana,Secondary,0.809,75.5,0.0,120,200.0,9,30.5,0,0,,0,0,0.0,7,100.0,Consumer,39193.45,14,0
104649,22,F,Ben Arous,Secondary,0.474,72.6,0.2,20,54.52,15,76.6,0,0,,0,1,2000.0,7,100.0,Business,14490.05,19,0
104650,21,M,Sousse,Secondary,0.66,70.5,0.0,52,200.0,8,53.6,1,6,,0,0,0.0,8,66.7,Vehicle,63514.19,20,0
104651,45,F,Sousse,Graduate,0.829,57.3,0.0,84,51.49,6,43.6,1,21,,0,1,2000.0,12,66.7,Vehicle,34311.47,42,0
104652,70,M,Béja,Secondary,0.778,78.0,0.0,7,109.8,10,61.4,1,23,,0,1,2000.0,26,66.7,Consumer,52095.72,39,0
104653,21,M,Tozeur,Some University,0.777,82.4,0.2,120,141.83,7,65.0,1,31,,0,0,0.0,28,33.3,Housing,128890.71,50,0
104654,50,F,Béja,Some University,0.82,56.3,0.0,36,28.94,6,84.0,1,29,,0,0,0.0,16,66.7,Consumer,10339.29,34,0
104655,52,M,Siliana,University,0.559,79.4,0.0,29,191.03,4,32.7,1,34,,0,0,0.0,28,66.7,Housing,127875.98,35,0
104656,27,F,Kef,Secondary,0.847,63.7,0.0,120,200.0,19,45.9,1,43,4.25,370,0,0.0,5,66.7,Housing,140025.04,20,0
104657,53,M,Bizerte,University,0.794,57.0,0.0,41,42.43,14,80.2,1,39,,0,0,0.0,25,66.7,Business,31883.02,48,0
104658,42,F,Sousse,Secondary,0.851,93.3,0.0,120,200.0,20,49.8,1,13,,0,0,0.0,28,66.7,Vehicle,60909.23,12,0
104659,53,M,Siliana,Secondary,0.959,92.8,0.2,104,200.0,15,67.0,0,0,,0,0,0.0,12,66.7,Housing,443567.85,32,0
104660,47,M,Kasserine,Secondary,0.882,73.9,0.0,91,121.95,10,36.6,1,49,,0,0,0.0,30,33.3,Consumer,30145.79,21,0
104661,30,F,Tozeur,Some University,0.54,63.9,0.0,65,81.33,19,49.0,0,0,,0,0,0.0,17,33.3,Vehicle,45101.54,49,0
104662,33,F,Tataouine,University,0.242,87.2,0.0,102,29.5,5,75.4,1,24,,0,1,2000.0,15,33.3,Business,22256.43,44,0
104663,67,M,Jendouba,Some University,0.776,51.9,0.4,41,42.51,16,48.6,0,0,,0,0,0.0,28,66.7,Consumer,19607.83,46,0
104664,36,F,Kasserine,Some University,0.502,57.6,0.0,17,200.0,11,67.8,1,41,,0,0,0.0,26,33.3,Business,85476.34,19,0
104665,21,M,Sousse,University,0.665,91.7,0.2,49,151.47,18,69.3,1,16,,0,1,2000.0,9,66.7,Housing,133387.9,44,0
104666,28,M,Siliana,Secondary,0.874,76.3,0.0,101,138.25,11,62.2,1,40,,0,0,0.0,30,66.7,Housing,129633.92,45,0
104667,43,F,Mahdia,Some University,0.563,87.7,0.0,23,200.0,16,35.3,1,46,,0,0,0.0,27,33.3,Consumer,34595.19,12,0
104668,64,F,Gabès,Secondary,0.455,41.6,0.0,75,105.45,16,63.0,1,22,,0,0,0.0,24,33.3,Consumer,32071.03,27,0
104669,21,M,Jendouba,Secondary,0.884,66.3,0.0,31,200.0,17,52.9,1,14,,0,1,2000.0,17,66.7,Consumer,52430.55,16,0
104670,26,F,Sousse,Secondary,0.843,86.8,0.0,120,128.44,19,32.6,1,15,,0,0,0.0,9,66.7,Housing,130890.43,45,0
104671,61,F,Bizerte,University,0.845,73.3,0.0,77,200.0,16,37.4,1,9,,0,0,0.0,25,66.7,Housing,145815.73,22,0
104672,21,F,Kef,Some University,0.717,46.0,0.0,73,200.0,9,50.4,1,6,3.65,497,0,0.0,9,66.7,Housing,255570.92,25,0
104673,21,M,Sousse,University,0.715,85.5,0.2,109,200.0,10,38.1,1,41,,0,1,2000.0,20,66.7,Housing,208182.96,16,0
104674,32,F,Jendouba,Secondary,0.715,65.2,0.0,46,200.0,11,50.1,0,0,,0,0,0.0,7,66.7,Housing,140588.28,35,0
104675,21,M,Jendouba,University,0.643,69.7,0.0,120,200.0,9,59.1,1,20,,0,0,0.0,19,66.7,Housing,162751.16,14,0
104676,70,F,Béja,University,0.797,90.3,0.0,120,116.05,7,73.1,1,29,,0,1,2000.0,23,66.7,Housing,140576.62,53,0
104677,43,F,Tataouine,Some University,0.143,13.4,0.2,45,148.21,12,30.4,1,24,,0,0,0.0,8,33.3,Consumer,26774.1,13,1
104678,50,M,Mahdia,Secondary,0.83,67.2,0.0,95,200.0,8,34.2,1,24,,0,0,0.0,28,33.3,Housing,343564.27,15,0
104679,70,F,Jendouba,Secondary,0.631,69.4,0.0,49,181.23,9,34.8,1,12,,0,0,0.0,25,66.7,Housing,155772.66,43,0
104680,70,F,Sousse,Secondary,0.961,45.4,0.0,105,120.3,5,37.5,1,48,,0,0,0.0,25,66.7,Housing,150056.56,56,0
104681,30,F,Ben Arous,University,0.473,87.5,0.0,32,96.92,12,77.5,1,16,,0,0,0.0,30,100.0,Corporate,100370.35,55,0
104682,21,M,Kef,Some University,0.468,31.3,0.0,21,77.3,5,48.2,0,0,2.42,353,0,0.0,4,66.7,Consumer,12359.6,16,1
104683,40,M,Bizerte,University,0.519,46.6,0.4,8,25.68,5,37.6,1,19,,0,1,2000.0,13,66.7,Consumer,6894.52,26,0
104684,21,F,Bizerte,Secondary,0.79,54.6,0.0,32,58.03,20,41.0,1,45,,0,0,0.0,11,66.7,Consumer,21696.79,37,0
104685,21,M,Siliana,Secondary,0.793,66.7,0.2,76,91.71,18,50.3,1,17,,0,0,0.0,28,66.7,Consumer,12101.8,13,0
104686,22,M,Siliana,University,0.636,87.8,0.0,18,176.1,16,78.6,1,46,,0,0,0.0,25,66.7,Consumer,54536.74,37,0
104687,30,M,Siliana,Secondary,0.39,65.1,0.0,111,131.17,5,77.1,1,21,,0,0,0.0,9,66.7,Consumer,49660.82,33,0
104688,70,M,Kebili,University,0.656,85.0,0.0,63,142.28,20,72.7,0,0,,0,0,0.0,22,33.3,Housing,129992.6,40,0
104689,70,M,Bizerte,Primary,0.274,70.5,0.0,58,41.75,11,44.8,0,0,,0,0,0.0,16,66.7,Business,33457.97,56,1
104690,21,F,Kef,Secondary,0.731,77.6,0.0,30,97.14,5,38.6,0,0,,0,0,0.0,21,66.7,Business,35468.48,25,0
104691,23,F,Tataouine,Secondary,0.64,70.9,0.0,86,200.0,16,31.6,1,29,,0,0,0.0,15,33.3,Housing,164155.71,43,0
104692,48,F,Jendouba,Some University,0.966,76.7,0.5,96,121.03,18,70.0,0,0,,0,0,0.0,20,66.7,Consumer,44525.05,33,0
104693,53,F,Tunis,Secondary,0.606,79.3,0.0,42,31.55,9,40.0,0,0,3.15,340,0,0.0,30,100.0,Consumer,11921.08,33,0
104694,21,M,Tunis,Graduate,0.436,70.7,0.4,81,133.26,11,78.6,1,33,,0,0,0.0,6,100.0,Consumer,53936.25,43,0
104695,61,F,Kef,Some University,0.419,39.8,0.0,120,88.56,16,31.3,0,0,,0,0,0.0,20,66.7,Housing,124282.57,58,0
104696,21,M,Sfax,Secondary,0.809,77.4,0.0,69,133.98,10,34.3,1,27,,0,0,0.0,27,100.0,Housing,155904.38,53,0
104697,21,M,Siliana,University,0.674,52.0,0.0,18,76.75,15,48.8,1,41,,0,0,0.0,23,66.7,Consumer,33819.81,43,0
104698,47,M,Sousse,Secondary,0.738,76.5,0.0,75,133.48,18,57.3,0,0,,0,1,2000.0,7,66.7,Corporate,96836.44,34,0
104699,70,F,Siliana,Secondary,0.474,15.2,0.4,73,48.62,18,79.7,0,0,,0,0,0.0,17,66.7,Consumer,15266.29,32,1
104700,40,M,Kef,University,0.451,81.0,0.0,120,83.11,5,68.0,1,33,,0,0,0.0,14,66.7,Consumer,40136.39,50,0
104701,35,F,Béja,Secondary,0.917,69.2,0.2,73,61.14,6,46.0,0,0,,0,1,2000.0,17,66.7,Consumer,17934.89,22,0
104702,30,F,Sfax,Primary,0.36,75.9,0.0,43,31.19,19,50.6,1,19,,0,0,0.0,16,100.0,Consumer,15844.26,40,0
104703,34,F,Bizerte,University,0.684,72.4,0.0,9,102.92,10,71.0,1,19,,0,0,0.0,26,66.7,Consumer,41024.49,36,0
104704,27,F,Medenine,University,0.684,52.5,0.2,40,112.7,12,38.4,1,8,,0,1,2000.0,8,33.3,Consumer,43769.73,43,0
104705,48,F,Sfax,Secondary,0.763,71.7,0.0,76,200.0,19,38.6,0,0,,0,0,0.0,9,100.0,Housing,493822.67,21,0
104706,34,F,Ariana,University,0.568,60.1,0.0,8,113.79,18,56.2,1,13,2.97,310,0,0.0,26,100.0,Corporate,88666.77,45,0
104707,70,F,Bizerte,Secondary,0.695,75.7,0.0,65,51.48,11,52.9,1,21,,0,1,1951.78,9,66.7,Consumer,20645.88,42,0
104708,41,F,Ariana,University,0.839,65.6,0.2,86,200.0,4,39.7,1,26,,0,0,0.0,30,100.0,Corporate,95070.78,21,0
104709,27,F,Bizerte,Some University,0.875,32.6,0.0,120,200.0,14,32.8,1,14,,0,0,0.0,3,66.7,Housing,175492.02,34,0
104710,21,F,Sfax,Secondary,0.622,76.4,0.0,38,200.0,11,41.7,1,29,,0,0,0.0,9,100.0,Housing,183151.41,45,0
104711,21,M,Bizerte,Secondary,0.934,66.2,0.0,77,149.13,10,44.2,1,21,,0,1,2000.0,18,66.7,Housing,174642.57,55,0
104712,43,M,Kef,Secondary,0.828,96.8,0.0,50,200.0,12,40.6,1,20,,0,0,0.0,5,66.7,Consumer,38307.25,18,0
104713,21,M,Béja,Some University,0.547,60.3,0.0,56,200.0,13,50.2,1,18,2.65,380,0,0.0,22,66.7,Consumer,29390.48,12,0
104714,37,F,Sousse,University,0.53,78.2,0.0,51,128.72,14,41.6,1,10,,0,0,0.0,11,66.7,Consumer,27441.07,20,0
104715,70,F,Sfax,University,0.68,87.6,0.0,78,109.55,5,69.3,1,43,,0,0,0.0,14,33.3,Housing,135704.51,59,0
104716,21,F,Jendouba,University,0.608,63.2,0.0,54,200.0,6,31.9,1,43,,0,0,0.0,12,66.7,Housing,226015.22,49,0
104717,28,M,Kef,Some University,0.304,56.4,0.0,49,102.7,19,30.8,0,0,,0,0,0.0,28,66.7,Consumer,49049.33,41,1
104718,21,F,Jendouba,Secondary,0.36,59.8,0.2,20,200.0,16,45.5,1,20,,0,0,0.0,2,66.7,Corporate,78990.76,18,0
104719,38,F,Ben Arous,Some University,0.143,5.9,0.2,3,40.61,12,70.0,1,9,,0,0,0.0,22,100.0,Consumer,13925.84,32,1
104720,21,F,Jendouba,Some University,0.752,39.4,0.2,81,174.67,10,39.2,1,47,,0,0,0.0,25,66.7,Housing,165224.72,46,0
104721,21,F,Ariana,Secondary,0.794,78.3,0.0,24,146.81,8,44.9,1,36,,0,0,0.0,12,100.0,Housing,150216.02,55,0
104722,70,F,Sfax,Secondary,0.819,27.4,0.0,51,109.22,4,59.4,0,0,,0,1,2000.0,16,33.3,Consumer,25567.47,30,0
104723,21,M,Sfax,Primary,0.791,68.1,0.0,29,65.19,11,48.7,1,28,,0,0,0.0,13,100.0,Consumer,38616.67,60,0
104724,21,M,Sfax,Some University,0.81,78.6,0.0,13,200.0,15,46.8,1,7,,0,0,0.0,24,33.3,Housing,243217.4,19,0
104725,70,M,Sfax,Graduate,0.576,52.7,0.2,56,189.66,9,80.6,1,23,,0,0,0.0,18,100.0,Consumer,53551.17,31,0
104726,21,M,Béja,University,0.979,29.5,0.0,53,111.15,19,41.9,1,41,,0,0,0.0,14,66.7,Housing,135889.94,54,0
104727,41,M,Gabès,Secondary,0.883,85.6,0.0,71,69.51,9,51.0,1,6,,0,0,0.0,22,33.3,Consumer,34756.47,43,0
104728,42,M,Béja,Secondary,0.982,72.1,0.0,18,100.55,14,53.8,1,46,,0,0,0.0,5,66.7,Consumer,53155.94,51,0
104729,58,M,Monastir,Some University,0.927,66.3,0.0,30,75.89,17,41.7,0,0,,0,0,0.0,23,33.3,Consumer,38936.33,56,0
104730,21,F,Sousse,University,0.758,46.2,0.0,21,91.95,8,40.2,1,6,,0,0,0.0,26,66.7,Business,59961.21,36,0
104731,21,M,Kef,Secondary,0.508,86.1,0.0,44,200.0,10,47.7,0,0,,0,0,0.0,17,66.7,Housing,236007.22,23,0
104732,21,F,Jendouba,Secondary,0.856,69.8,0.2,23,136.82,4,54.5,1,30,,0,0,0.0,4,66.7,Consumer,57405.37,45,0
104733,21,F,Kef,Secondary,0.31,58.8,0.0,30,80.3,6,37.2,0,0,,0,0,0.0,21,66.7,Consumer,40737.38,39,1
104734,56,F,Sfax,Secondary,0.734,66.9,0.2,10,94.8,10,40.7,0,0,,0,0,0.0,3,100.0,Vehicle,59113.92,49,0
104735,42,F,Monastir,Some University,0.764,90.3,0.4,69,200.0,15,32.0,1,6,,0,0,0.0,7,33.3,Housing,372094.06,37,0
104736,47,F,Sousse,Some University,0.798,49.3,0.0,89,115.42,9,58.9,0,0,,0,0,0.0,18,66.7,Consumer,49428.64,51,0
104737,21,M,Siliana,Some University,0.581,78.3,0.4,80,110.78,16,36.7,1,36,,0,0,0.0,17,66.7,Housing,140692.52,55,0
104738,37,M,Kef,Secondary,0.769,68.7,0.2,100,180.47,18,42.2,1,23,,0,0,0.0,19,66.7,Housing,179900.19,48,0
104739,70,F,Sidi Bouzid,Secondary,0.533,59.7,0.0,40,18.5,9,61.4,1,12,,0,0,0.0,8,33.3,Consumer,8879.81,48,0
104740,70,F,Jendouba,Secondary,0.618,54.4,0.0,120,200.0,11,49.4,0,0,,0,0,0.0,3,66.7,Housing,240812.9,40,0
104741,22,F,Siliana,Secondary,0.774,83.8,0.5,117,51.91,16,46.1,0,0,3.93,105,1,2000.0,27,66.7,Consumer,18466.29,35,0
104742,59,F,Sousse,Secondary,0.493,50.9,0.0,31,180.19,12,31.4,0,0,,0,0,0.0,22,66.7,Housing,198954.68,59,0
